0,094611280373102;0;Aller toujours tout droit et viser l'église pour rejoindre le parking de la mairie (D/A).Points de [passage] : D/A : km 0 - alt.;passage;0,027759852049211
0,252913139117344;0;Après la Seconde Guerre mondiale , les [cirques] français s' associèrent à la radio et à la télévision , tels le Radio Circus puis Grand Cirque de France ( période 1949-1965 ) des Grüss-Jeannet et Pinder ORTF ( 1961-1969 ) avec le label de La Piste aux étoiles .;cirques;0,98929921409591
0,955498432353035;1;Cheminer sur un sentier en courbe de niveau, rendu parfois glissant en raison de l'humidité mais aménagé de mains courantes aux endroits les plus exposés et passer sur une passerelle pour enjamber un ruisseau qui tombe en [cascade]. ;cascade;0,394788552778466
0,328781163376724;0;Avant 23h00 , le client doit se présenter à un restaurant McDonald's et valider sa commande à l' une des [bornes] de commande ou borne « Easy Check-In » situées à l' intérieur du restaurant ( ou pour certains restaurants , à l' extérieur , au CEL Drive ) , le système déclenche le paiement et la préparation de la commande .;bornes;0,027385623566847
0,98185136069987;1;(3) du [col],  partir à droite dans les pierres, pour longer un moment l’ancien canal de mal cros, ensuite il n’y aura plus de balisage, mais juste des cairns.;col;0,576993874556781
0,802821905965802;1;On rejoint le [parking] cité plus haut après 300m.;parking;0,950445707309192
0,722330857222048;0;Le théâtre , la danse , la musique , le [cirque] et les arts de la rue sont privilégiés en donnant une priorité à la création contemporaine , avec une politique de résidences et de partenariats .;cirque;0,340604802189415
0,660862818377191;1;Rejoindre rapidement une petite [route] communale.;route;0,732844213865716
0,5969842500807;1;Le [sentier] est relativement bien balisé et des cairns jalonnent l'itinéraire jusqu'en haut.;sentier;0,902349466325763
0,040745283866036;1;(2) Quitter le chemin pour prendre le [sentier] de droite qui monte à travers les buis.;sentier;0,525302783367323
0,814727226549976;0;De nombreuses [églises] anglo-saxonnes presbytériennes et baptistes réformées l' utilisent .;églises;0,288582256573524
0,406123646027074;0;La [balise] J1 est de couleur blanche .;balise;0,603719413854534
0,387527281453622;1;La montée est progressive via de grands [lacets] et suit la face Sud du Sirac.;lacets;0,516919617087822
0,77920820267109;1;"Suivre ce [sentier] sur 500m jusqu'à trouver une piste au lieu dit ""le Creux Froid"".";sentier;0,778547196433693
0,951788044647189;0;Parvenir à un nouveau [passage] délicat, équipé de quelques câbles, au Pas de la Fenêtre.;passage;0,117530314790518
